GENERATION_PROJECT	timepoint	gen_max_capacity_factor
Hackberry_Wind_Farm	7	0.5
Hackberry_Wind_Farm	8	0.5
Hackberry_Wind_Farm	9	0.5
Hackberry_Wind_Farm	10	0.5
Hackberry_Wind_Farm	11	0.5
Hackberry_Wind_Farm	12	0.5
Hereford_Wind_G	1	0.5
Hereford_Wind_G	2	0.5
Hereford_Wind_G	3	0.5
Hereford_Wind_G	4	0.5
Hereford_Wind_G	5	0.5
Hereford_Wind_G	6	0.5
Hereford_Wind_G	7	0.5
Hereford_Wind_G	8	0.5
Hereford_Wind_G	9	0.5
Hereford_Wind_G	10	0.5
Hereford_Wind_G	11	0.5
Hereford_Wind_G	12	0.5
Hereford_Wind_V	1	0.5
Hereford_Wind_V	2	0.5
